"","dataSource","subject_id","activity","variable","mean"
"1563","training",25,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_x",-0.653312782576923
"1564","training",25,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_y",-0.680094231043956
"1565","training",25,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_z",-0.755961572142857
"1566","training",25,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_x",-0.235992240461538
"1567","training",25,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_y",-0.356795364091703
"1568","training",25,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_z",-0.174095890978846
"1569","training",25,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_mean",-0.65330777289011
"1570","training",25,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_std",-0.660168127291209
"1571","training",25,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_mean_freq",-0.0983241587307692
"1572","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_mean",-0.745483417307692
"1573","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_std",-0.752862033021978
"1574","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.16221272482478
"1575","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_mean",-0.718238683516484
"1576","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_std",-0.66077427132967
"1577","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_mean_freq",-0.248461034763736
"1578","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_mean",-0.854618793901099
"1579","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_std",-0.857403857802198
"1580","training",25,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.0309929510386813
"1581","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_x",0.2730365808625
"1582","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_y",-0.0161687277463495
"1583","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_z",-0.107637894928571
"1584","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_std_x",-0.623101031168367
"1585","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_std_y",-0.585967142418112
"1586","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_std_z",-0.70498062744898
"1587","training",26,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_x",0.615123534668367
"1588","training",26,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_y",0.10870478277551
"1589","training",26,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_z",0.234107010472449
"1590","training",26,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_x",-0.96781789994898
"1591","training",26,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_y",-0.959713562227041
"1592","training",26,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_z",-0.955643363545918
"1593","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_x",0.0808743261341837
"1594","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_y",0.00767709978181122
"1595","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_z",-0.00724891943768878
"1596","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_x",-0.682815652993112
"1597","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_y",-0.678386582086227
"1598","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_z",-0.778349460841837
"1599","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_mean_x",-0.020659932105102
"1600","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_mean_y",-0.0827415060904082
"1601","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_mean_z",0.0917853294044643
"1602","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_std_x",-0.766673970339286
"1603","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_std_y",-0.800675471045918
"1604","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_std_z",-0.703347205619898
"1605","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_x",-0.0988125627461224
"1606","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_y",-0.040476400288852
"1607","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_z",-0.0558282743354031
"1608","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_x",-0.732321370690816
"1609","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_y",-0.836112175331633
"1610","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_z",-0.773101524821429
"1611","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_magnitude_mean",-0.600932264175765
"1612","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_magnitude_std",-0.620355788665816
"1613","training",26,"WALKING_DOWNSTAIRS","time_gravity_acceleration_magnitude_mean",-0.600932264175765
"1614","training",26,"WALKING_DOWNSTAIRS","time_gravity_acceleration_magnitude_std",-0.620355788665816
"1615","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_magnitude_mean",-0.694917859209184
"1616","training",26,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_magnitude_std",-0.677426336392347
"1617","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_magnitude_mean",-0.694597662936224
"1618","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_magnitude_std",-0.751833690215051
"1619","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_magnitude_mean",-0.798325916709184
"1620","training",26,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_magnitude_std",-0.818279112908163
"1621","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_x",-0.65109030186199
"1622","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_y",-0.610425833240306
"1623","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_z",-0.724046087155612
"1624","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_x",-0.61349959767602
"1625","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_y",-0.600274809826275
"1626","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_z",-0.718490475765306
"1627","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_x",-0.222545825808673
"1628","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_y",0.0360382137913265
"1629","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_z",0.142429401875406
"1630","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_x",-0.699413168295663
"1631","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_y",-0.696726473912755
"1632","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_z",-0.76956529125
"1633","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_x",-0.694314518927551
"1634","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_y",-0.6803580612
"1635","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_z",-0.78604912494898
"1636","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_x",-0.0238396622303571
"1637","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_y",-0.168914575347832
"1638","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_z",-0.0850462848380867
"1639","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_x",-0.703109561068878
"1640","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_y",-0.799353075357143
"1641","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_z",-0.689404846813776
"1642","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_x",-0.78740310059949
"1643","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_y",-0.803635337372449
"1644","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_z",-0.735942384438775
"1645","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_x",-0.0167778610493112
"1646","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_y",-0.0997774465610969
"1647","training",26,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_z",0.00293652401732143
"1648","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_mean",-0.6317569828625
"1649","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_std",-0.673917799546684
"1650","training",26,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_mean_freq",0.0883286687093878
"1651","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_mean",-0.679278323637755
"1652","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_std",-0.678025758312755
"1653","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.180460663889796
"1654","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_mean",-0.770504884821429
"1655","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_std",-0.782624320831633
"1656","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_mean_freq",-0.0121587278753342
"1657","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_mean",-0.823865297193878
"1658","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_std",-0.823991408418367
"1659","training",26,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.147533706980564
"1660","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_x",0.277264567074468
"1661","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_y",-0.0167969215592152
"1662","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_z",-0.110848300413564
"1663","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_std_x",-0.660976085218085
"1664","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_std_y",-0.630460488658511
"1665","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_std_z",-0.68321532587766
"1666","training",27,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_x",0.627230079867021
"1667","training",27,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_y",0.032242387143617
"1668","training",27,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_z",0.14116869604876
"1669","training",27,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_x",-0.974620173404255
"1670","training",27,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_y",-0.972505174787234
"1671","training",27,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_z",-0.959200394414894
"1672","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_x",0.0768320396617021
"1673","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_y",0.00617714992829521
"1674","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_z",-0.00495000607441489
"1675","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_x",-0.700549974357447
"1676","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_y",-0.674792293475665
"1677","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_z",-0.783632076781915
"1678","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_mean_x",-0.0608887602789628
"1679","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_mean_y",-0.0552177945716489
"1680","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_mean_z",0.108947089653191
"1681","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_std_x",-0.795853557018617
"1682","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_std_y",-0.802048718989362
"1683","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_std_z",-0.674128512103723
"1684","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_x",-0.0893066039356303
"1685","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_y",-0.0450414487725798
"1686","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_z",-0.0586254676047872
"1687","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_x",-0.8210758325
"1688","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_y",-0.837320211489362
"1689","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_z",-0.782945588829787
"1690","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_magnitude_mean",-0.627947737417819
"1691","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_magnitude_std",-0.677874152031915
"1692","training",27,"WALKING_DOWNSTAIRS","time_gravity_acceleration_magnitude_mean",-0.627947737417819
"1693","training",27,"WALKING_DOWNSTAIRS","time_gravity_acceleration_magnitude_std",-0.677874152031915
"1694","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_magnitude_mean",-0.70180744799867
"1695","training",27,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_magnitude_std",-0.696003354282979
"1696","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_magnitude_mean",-0.694016019806117
"1697","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_magnitude_std",-0.754713306440957
"1698","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_magnitude_mean",-0.823067662473404
"1699","training",27,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_magnitude_std",-0.837212879564096
"1700","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_x",-0.681454795855319
"1701","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_y",-0.641267840429521
"1702","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_z",-0.715482857547872
"1703","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_x",-0.654659392263298
"1704","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_y",-0.649506674776596
"1705","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_z",-0.692130765962766
"1706","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_x",-0.170304284611436
"1707","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_y",0.0959656106490425
"1708","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_z",0.133213659481649
"1709","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_x",-0.714554678365692
"1710","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_y",-0.694509658473138
"1711","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_z",-0.76857445225266
"1712","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_x",-0.712857956529255
"1713","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_y",-0.675744794384308
"1714","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_z",-0.797303408218085
"1715","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_x",-0.010461749626117
"1716","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_y",-0.115922114097074
"1717","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_z",-0.0681591510367021
"1718","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_x",-0.768505711292553
"1719","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_y",-0.795433953608777
"1720","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_z",-0.702788513114362
"1721","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_x",-0.806288410297872
"1722","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_y",-0.808791849202128
"1723","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_z",-0.697147299066489
"1724","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_x",-0.089165360111383
"1725","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_y",-0.0526592695792021
"1726","training",27,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_z",-0.00708333609679521
"1727","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_mean",-0.667185803946808
"1728","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_std",-0.734883056953989
"1729","training",27,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_mean_freq",0.191781299814787
"1730","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_mean",-0.688572791044947
"1731","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_std",-0.707531366315426
"1732","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.246742199214894
"1733","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_mean",-0.785953610106383
"1734","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_std",-0.777810418832447
"1735","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_mean_freq",0.0114867378614096
"1736","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_mean",-0.837585999827128
"1737","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_std",-0.848260021656915
"1738","training",27,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.203684998121436
"1739","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_x",0.278703353055556
"1740","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_y",-0.0161150370805556
"1741","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_mean_z",-0.107331701861111
"1742","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_std_x",-0.977386348333333
"1743","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_std_y",-0.883388240277778
"1744","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_std_z",-0.9141435025
"1745","training",28,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_x",0.952080407777778
"1746","training",28,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_y",-0.242391857222222
"1747","training",28,"WALKING_DOWNSTAIRS","time_gravity_acceleration_mean_z",-0.000502583416666667
"1748","training",28,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_x",-0.989185743055556
"1749","training",28,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_y",-0.964110675555556
"1750","training",28,"WALKING_DOWNSTAIRS","time_gravity_acceleration_std_z",-0.954026208888889
"1751","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_x",0.0754602253611111
"1752","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_y",0.00935187046583333
"1753","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_mean_z",-0.00493140871388889
"1754","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_x",-0.970786960555556
"1755","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_y",-0.93773197
"1756","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_std_z",-0.973792095
"1757","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_mean_x",-0.0239581825638889
"1758","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_mean_y",-0.0732766372777778
"1759","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_mean_z",0.0825728194166667
"1760","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_std_x",-0.8937683675
"1761","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_std_y",-0.940081680277778
"1762","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_std_z",-0.926823055277778
"1763","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_x",-0.0982477864722222
"1764","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_y",-0.0443324091666667
"1765","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_mean_z",-0.0528028311880556
"1766","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_x",-0.930824061388889
"1767","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_y",-0.973969605833333
"1768","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_std_z",-0.956361830555556
"1769","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_magnitude_mean",-0.931047807777778
"1770","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_magnitude_std",-0.920540450277778
"1771","training",28,"WALKING_DOWNSTAIRS","time_gravity_acceleration_magnitude_mean",-0.931047807777778
"1772","training",28,"WALKING_DOWNSTAIRS","time_gravity_acceleration_magnitude_std",-0.920540450277778
"1773","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_magnitude_mean",-0.963148861111111
"1774","training",28,"WALKING_DOWNSTAIRS","time_body_acceleration_jerk_magnitude_std",-0.956959094166667
"1775","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_magnitude_mean",-0.900563491666667
"1776","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_magnitude_std",-0.882077865555556
"1777","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_magnitude_mean",-0.960689357777778
"1778","training",28,"WALKING_DOWNSTAIRS","time_body_gyro_jerk_magnitude_std",-0.9571008525
"1779","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_x",-0.972973894444444
"1780","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_y",-0.898991983055555
"1781","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_z",-0.941230816388889
"1782","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_x",-0.979456678055556
"1783","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_y",-0.882369805
"1784","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_std_z",-0.907151085833333
"1785","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_x",-0.0376636360944444
"1786","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_y",-0.151625159244444
"1787","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_mean_freq_z",-0.134093001
"1788","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_x",-0.970337743333333
"1789","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_y",-0.939412647222222
"1790","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_z",-0.969205034444444
"1791","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_x",-0.974132350555556
"1792","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_y",-0.940321466111111
"1793","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_std_z",-0.977166245
"1794","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_x",0.167071378472222
"1795","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_y",-0.35282484325
"1796","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_jerk_mean_freq_z",-0.105944926666667
"1797","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_x",-0.888632713055556
"1798","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_y",-0.948829878611111
"1799","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_z",-0.927846620555556
"1800","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_x",-0.896522447777778
"1801","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_y",-0.935858857222222
"1802","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_std_z",-0.93331036
"1803","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_x",-0.341495244691667
"1804","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_y",-0.385751644833333
"1805","training",28,"WALKING_DOWNSTAIRS","frequency_body_gyro_mean_freq_z",-0.203116240583333
"1806","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_mean",-0.930827828333333
"1807","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_std",-0.926847452777778
"1808","training",28,"WALKING_DOWNSTAIRS","frequency_body_acceleration_magnitude_mean_freq",-0.128525068845833
"1809","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_mean",-0.955693860555556
"1810","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_std",-0.957644796944444
"1811","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.159330043997222
"1812","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_mean",-0.913463743055556
"1813","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_std",-0.883359666666667
"1814","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_magnitude_mean_freq",-0.329541131277778
"1815","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_mean",-0.960083185277778
"1816","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_std",-0.956183523055556
"1817","training",28,"WALKING_DOWNSTAIRS","frequency_body_body_gyro_jerk_magnitude_mean_freq",-0.122019723863889
"1818","training",28,"WALKING_UPSTAIRS","time_body_acceleration_mean_x",0.277410737601156
"1819","training",28,"WALKING_UPSTAIRS","time_body_acceleration_mean_y",-0.0194902247165029
"1820","training",28,"WALKING_UPSTAIRS","time_body_acceleration_mean_z",-0.109958416932948
"1821","training",28,"WALKING_UPSTAIRS","time_body_acceleration_std_x",-0.614877228149133
"1822","training",28,"WALKING_UPSTAIRS","time_body_acceleration_std_y",-0.541424993053757
"1823","training",28,"WALKING_UPSTAIRS","time_body_acceleration_std_z",-0.662065359682081
"1824","training",28,"WALKING_UPSTAIRS","time_gravity_acceleration_mean_x",0.589608211734104
"1825","training",28,"WALKING_UPSTAIRS","time_gravity_acceleration_mean_y",-0.137712704138728
"1826","training",28,"WALKING_UPSTAIRS","time_gravity_acceleration_mean_z",-0.0518302658991329
"1827","training",28,"WALKING_UPSTAIRS","time_gravity_acceleration_std_x",-0.972280128815029
"1828","training",28,"WALKING_UPSTAIRS","time_gravity_acceleration_std_y",-0.959975967947977
"1829","training",28,"WALKING_UPSTAIRS","time_gravity_acceleration_std_z",-0.945414017080925
"1830","training",28,"WALKING_UPSTAIRS","time_body_acceleration_jerk_mean_x",0.0812742221676301
"1831","training",28,"WALKING_UPSTAIRS","time_body_acceleration_jerk_mean_y",0.014287589997948
"1832","training",28,"WALKING_UPSTAIRS","time_body_acceleration_jerk_mean_z",0.00142305865252601
"1833","training",28,"WALKING_UPSTAIRS","time_body_acceleration_jerk_std_x",-0.650643099768208
